order_id,order_date,ship_date,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,shipping_cost,order_priority,negative_profit,margem_lucro
ES-2011-2382517,2011-09-06,2011-09-10,Standard Class,Mathew Reese,Home Office,Emilia-Romagna,Italy,EU,South,OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent",193.0,7,0.0,28.98,18.37,High,True,0.15015544041450776
ES-2011-2382517,2011-09-06,2011-09-10,Standard Class,Mathew Reese,Home Office,Emilia-Romagna,Italy,EU,South,OFF-ST-10001974,,Storage,"Rogers File Cart, Industrial",255.0,3,0.4,-97.74,18.21,High,False,-0.3832941176470588
ID-2011-16551,2011-09-06,2011-09-11,Second Class,Frank Carlisle,Home Office,Seoul,South Korea,APAC,North Asia,FUR-FU-10000306,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack",161.0,4,0.2,-28.176,17.58,Medium,False,-0.17500621118012422
IN-2011-50060,2011-09-06,2011-09-13,Standard Class,Matt Collins,Consumer,Jiangsu,China,APAC,North Asia,FUR-BO-10000035,,Bookcases,"Dania Classic Bookcase, Pine",2473.0,6,0.0,1038.42,13.25,Medium,True,0.41990295188030735
IR-2011-6390,2011-09-06,2011-09-10,Standard Class,Andrew Roberts,Consumer,Hormozgan,Iran,EMEA,EMEA,OFF-FIS-10000670,Office Supplies,Supplies,"Fiskars Scissors, Steel",90.0,4,0.0,44.16,12.64,High,True,0.49066666666666664
ES-2011-1875818,2011-09-06,2011-09-10,Standard Class,Brian Moss,Corporate,Centre,France,EU,Central,TEC-AC-10004709,Technology,Accessories,"Logitech Flash Drive, USB",154.0,5,0.0,46.05,9.89,Medium,True,0.29902597402597403
IN-2011-50060,2011-09-06,2011-09-13,Standard Class,Matt Collins,Consumer,Jiangsu,China,APAC,North Asia,FUR-CH-10004447,Furniture,Chairs,"Harbour Creations Rocking Chair, Set of Two",149.0,1,0.0,2.97,8.5,Medium,True,0.01993288590604027
CA-2011-130449,2011-09-06,2011-09-09,First Class,Victoria Pisteka,Corporate,California,United States,US,West,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",42.0,6,0.0,12.1452,7.67,Medium,True,0.2891714285714286
ES-2011-2382517,2011-09-06,2011-09-10,Standard Class,Mathew Reese,Home Office,Emilia-Romagna,Italy,EU,South,OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable",54.0,5,0.0,7.5,5.28,High,True,0.1388888888888889
ES-2011-2382517,2011-09-06,2011-09-10,Standard Class,Mathew Reese,Home Office,Emilia-Romagna,Italy,EU,South,OFF-AR-10000307,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase",73.0,3,0.0,29.16,4.0,High,True,0.39945205479452056
ES-2011-1875818,2011-09-06,2011-09-10,Standard Class,Brian Moss,Corporate,Centre,France,EU,Central,OFF-ST-10001142,Office Supplies,Storage,"Smead Folders, Wire Frame",60.0,4,0.1,-2.664,3.87,Medium,False,-0.0444
CA-2011-130449,2011-09-06,2011-09-09,First Class,Victoria Pisteka,Corporate,California,United States,US,West,OFF-LA-10001934,Office Supplies,Labels,Avery 516,58.0,8,0.0,27.4856,3.81,Medium,True,0.4738896551724138
MX-2011-101665,2011-09-06,2011-09-11,Standard Class,Tom Zandusky,Corporate,Guatemala,Guatemala,LATAM,,OFF-AR-10003179,Office Supplies,Art,"BIC Pencil Sharpener, Blue",39.0,2,0.0,18.16,3.31,Medium,True,0.46564102564102566
IT-2011-2800134,2011-09-06,2011-09-10,Standard Class,Anna Gayman,Consumer,North Holland,Netherlands,EU,Central,TEC-AC-10000815,Technology,Accessories,"Enermax Flash Drive, Erganomic",39.0,2,0.5,-4.77,2.97,Medium,False,-0.1223076923076923
IR-2011-620,2011-09-06,2011-09-08,First Class,Emily Burns,Consumer,Kordestan,Iran,EMEA,EMEA,OFF-SAN-10004232,Office Supplies,Art,"Sanford Markers, Fluorescent",49.0,2,0.0,19.56,2.24,High,True,0.3991836734693877
IN-2011-50060,2011-09-06,2011-09-13,Standard Class,Matt Collins,Consumer,Jiangsu,China,APAC,North Asia,OFF-BI-10002364,Office Supplies,Binders,"Acco Binder, Durable",33.0,2,0.0,8.94,2.09,Medium,True,0.2709090909090909
UP-2011-680,2011-09-06,2011-09-08,Second Class,Sandra Flanagan,Consumer,Donetsk,Ukraine,EMEA,EMEA,OFF-BIN-10001274,Office Supplies,Art,"Binney & Smith Pens, Blue",12.0,1,0.0,5.01,1.97,High,True,0.4175
MX-2011-118087,2011-09-06,2011-09-06,Same Day,Dan Campbell,Consumer,Campeche,Mexico,LATAM,North,OFF-BI-10000930,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",10.0,4,0.0,0.88,1.79,High,True,0.088
ES-2011-2382517,2011-09-06,2011-09-10,Standard Class,Mathew Reese,Home Office,Emilia-Romagna,Italy,EU,South,OFF-BI-10002193,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",10.0,2,0.0,2.34,1.44,High,True,0.23399999999999999
ID-2011-16551,2011-09-06,2011-09-11,Second Class,Frank Carlisle,Home Office,Seoul,South Korea,APAC,North Asia,OFF-ST-10004668,Office Supplies,Storage,"Smead Trays, Industrial",49.0,2,0.5,-33.3,1.42,Medium,False,-0.6795918367346938
ES-2011-1875818,2011-09-06,2011-09-10,Standard Class,Brian Moss,Corporate,Centre,France,EU,Central,OFF-BI-10003440,Office Supplies,Binders,"Avery Binder Covers, Economy",33.0,3,0.0,10.26,1.0,Medium,True,0.3109090909090909
US-2011-151232,2011-09-06,2011-09-11,Standard Class,Philip Brown,Consumer,Cortés,Honduras,LATAM,Central,FUR-FU-10003622,Furniture,Furnishings,"Tenex Light Bulb, Erganomic",7.0,1,0.4,-3.64,0.92,High,False,-0.52
CA-2011-131002,2011-09-07,2011-09-12,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,US,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",822.0,6,0.0,213.6888,176.04,High,True,0.25996204379562043
IN-2011-55268,2011-09-07,2011-09-08,First Class,Greg Tran,Consumer,Gujarat,India,APAC,Central Asia,TEC-PH-10001354,Technology,Phones,"Motorola Speaker Phone, Full Size",524.0,4,0.0,146.76,148.45,High,True,0.28007633587786257
CA-2011-122882,2011-09-07,2011-09-13,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,US,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,400.0,4,0.7,-559.356,42.58,Medium,False,-1.39839
TU-2011-4150,2011-11-21,2011-11-21,Same Day,Lena Radford,Consumer,Manisa,Turkey,EMEA,EMEA,OFF-IBI-10001772,Office Supplies,Binders,"Ibico Index Tab, Clear",7.0,2,0.6,-3.864,0.19,High,False,-0.5519999999999999
CA-2011-126193,2011-09-07,2011-09-14,Standard Class,Shahid Shariari,Consumer,Illinois,United States,US,,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,305.0,5,0.8,-533.7325,42.35,Low,False,-1.7499426229508195
CA-2011-117765,2011-09-07,2011-09-13,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,US,,FUR-TA-10001039,,Tables,KI Adjustable-Height Table,430.0,5,0.0,111.774,37.95,Medium,True,0.25993953488372096
CA-2011-105165,2011-09-07,2011-09-10,First Class,Sam Zeldin,Home Office,Texas,United States,US,Central,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,197.0,3,0.2,14.7582,35.42,Medium,True,0.07491472081218274
IN-2011-33253,2011-09-07,2011-09-09,First Class,Phillip Breyer,Corporate,Victoria,Australia,APAC,Oceania,OFF-BI-10004589,Office Supplies,Binders,"Avery Binding Machine, Economy",132.0,3,0.1,5.778,26.95,High,True,0.04377272727272727
CA-2011-105165,2011-09-07,2011-09-10,First Class,Sam Zeldin,Home Office,Texas,United States,US,Central,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",201.0,1,0.3,-22.948,19.62,Medium,False,-0.11416915422885572
RO-2011-2770,2011-09-07,2011-09-13,Standard Class,Kristina Nunn,Home Office,Bacau,Romania,EMEA,,TEC-SHA-10003670,Technology,Copiers,"Sharp Wireless Fax, Laser",712.0,2,0.0,177.96,18.39,Medium,True,0.24994382022471912
CA-2011-131002,2011-09-07,2011-09-12,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,US,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,105.0,3,0.0,28.3095,17.61,High,True,0.2696142857142857
MX-2011-149034,2011-09-07,2011-09-11,Standard Class,Tamara Chand,Corporate,Guatemala,Guatemala,LATAM,Central,OFF-ST-10000505,Office Supplies,Storage,"Fellowes File Cart, Blue",458.0,5,0.0,64.0,17.29,Medium,True,0.13973799126637554
CA-2011-117765,2011-09-07,2011-09-13,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,US,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",162.0,2,0.0,45.3488,15.81,Medium,True,0.2799308641975308
KE-2011-8720,2011-09-07,2011-09-12,Standard Class,Rick Bensley,Home Office,Coast,Kenya,Africa,Africa,OFF-IBI-10000951,Office Supplies,Binders,"Ibico Binder Covers, Economy",191.0,14,0.0,26.46,15.2,Medium,True,0.13853403141361256
KE-2011-8720,2011-09-07,2011-09-12,Standard Class,Rick Bensley,Home Office,Coast,Kenya,Africa,Africa,OFF-CAR-10004661,Office Supplies,Binders,"Cardinal Binding Machine, Recycled",201.0,4,0.0,42.0,11.81,Medium,True,0.208955223880597
CA-2011-100006,2011-09-07,2011-09-13,Standard Class,Dennis Kane,Consumer,New York,United States,US,,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,378.0,3,0.0,109.6113,11.76,Medium,True,0.28997698412698414
US-2011-133781,2011-09-07,2011-09-07,Same Day,Cynthia Arntzen,Consumer,Chaco,Argentina,LATAM,South,OFF-FA-10003929,Office Supplies,Fasteners,"Accos Rubber Bands, 12 Pack",19.0,3,0.4,-4.248,8.14,Critical,False,-0.22357894736842107
IZ-2011-890,2011-09-07,2011-09-11,Standard Class,Kimberly Carter,Corporate,Ninawa,Iraq,EMEA,EMEA,OFF-STA-10001747,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",100.0,4,0.0,6.0,8.09,Medium,True,0.06
RO-2011-2770,2011-09-07,2011-09-13,Standard Class,Kristina Nunn,Home Office,Bacau,Romania,EMEA,EMEA,FUR-RUB-10003724,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack",110.0,1,0.0,12.09,6.94,Medium,True,0.10990909090909091
CA-2011-131002,2011-09-07,2011-09-12,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,US,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",43.0,3,0.0,20.1207,5.9,High,True,0.4679232558139535
IN-2011-33253,2011-09-07,2011-09-09,First Class,Phillip Breyer,Corporate,Victoria,Australia,APAC,Oceania,OFF-FA-10002539,Office Supplies,Fasteners,"Stockwell Rubber Bands, Metal",29.0,2,0.1,1.248,5.6,High,True,0.04303448275862069
MX-2011-140648,2011-09-07,2011-09-11,Standard Class,Beth Thompson,Home Office,Coahuila,Mexico,LATAM,,OFF-BI-10001248,Office Supplies,Binders,"Avery Binder, Economy",52.0,6,0.0,3.6,4.47,Medium,True,0.06923076923076923
IN-2011-33253,2011-09-07,2011-09-09,First Class,Phillip Breyer,Corporate,Victoria,Australia,APAC,Oceania,OFF-AR-10000780,Office Supplies,Art,"BIC Highlighters, Easy-Erase",35.0,2,0.1,9.96,4.38,High,True,0.2845714285714286
RO-2011-2770,2011-09-07,2011-09-13,Standard Class,Kristina Nunn,Home Office,Bacau,Romania,EMEA,EMEA,OFF-ADV-10002549,Office Supplies,Fasteners,"Advantus Rubber Bands, Assorted Sizes",56.0,4,0.0,12.24,4.27,Medium,True,0.21857142857142858
CA-2011-131002,2011-09-07,2011-09-12,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,US,Central,FUR-FU-10004270,,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",58.0,3,0.0,23.6529,4.22,High,True,0.4078086206896552
ES-2011-2627929,2011-09-07,2011-09-07,Same Day,Grant Thornton,Corporate,Castile and León,Spain,EU,South,OFF-BI-10001754,,Binders,"Ibico Binder Covers, Recycled",28.0,2,0.0,10.32,3.62,Medium,True,0.3685714285714286
CA-2011-109918,2011-09-07,2011-09-12,Second Class,Lisa Ryan,Corporate,California,United States,US,West,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder,84.0,5,0.2,31.47,3.39,Medium,True,0.3746428571428571
CA-2011-122882,2011-09-07,2011-09-13,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,US,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.0,2,0.2,8.4736,3.35,Medium,True,0.20175238095238093
CA-2011-117765,2011-09-07,2011-09-13,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,US,,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.0,2,0.0,15.3888,3.07,Medium,True,0.4809
CA-2011-105165,2011-09-07,2011-09-10,First Class,Sam Zeldin,Home Office,Texas,United States,US,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,47.0,4,0.2,-2.918,3.05,Medium,False,-0.062085106382978726
CA-2011-122882,2011-09-07,2011-09-13,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,US,East,TEC-PH-10003589,,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.0,3,0.4,4.3176,2.99,Medium,True,0.134925
US-2011-150777,2011-09-07,2011-09-09,First Class,Richard Bierner,Consumer,Bahia,Brazil,LATAM,,OFF-BI-10000136,Office Supplies,Binders,"Ibico Index Tab, Durable",12.0,5,0.6,-14.54,2.85,Critical,False,-1.2116666666666667
IZ-2011-890,2011-09-07,2011-09-11,Standard Class,Kimberly Carter,Corporate,Ninawa,Iraq,EMEA,,OFF-STA-10001791,Office Supplies,Art,"Stanley Highlighters, Water Color",36.0,2,0.0,12.12,2.7,Medium,True,0.33666666666666667
MX-2011-149034,2011-09-07,2011-09-11,Standard Class,Tamara Chand,Corporate,Guatemala,Guatemala,LATAM,Central,OFF-FA-10002358,Office Supplies,Fasteners,"Accos Push Pins, 12 Pack",37.0,4,0.0,15.6,2.59,Medium,True,0.4216216216216216
RO-2011-2770,2011-09-07,2011-09-13,Standard Class,Kristina Nunn,Home Office,Bacau,Romania,EMEA,EMEA,TEC-KON-10003077,Technology,Machines,"Konica Calculator, Wireless",52.0,1,0.0,24.24,2.42,Medium,True,0.46615384615384614
CA-2011-122882,2011-09-07,2011-09-13,Standard Class,Sean Braxton,Corporate,Pennsylvania,United States,US,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",65.0,1,0.2,-14.5764,1.99,Medium,False,-0.2242523076923077
CA-2011-109918,2011-09-07,2011-09-12,Second Class,Lisa Ryan,Corporate,California,United States,US,,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",27.0,4,0.0,7.3872,1.89,Medium,True,0.2736
KE-2011-8720,2011-09-07,2011-09-12,Standard Class,Rick Bensley,Home Office,Coast,Kenya,Africa,Africa,OFF-BIC-10000041,Office Supplies,Art,"BIC Markers, Blue",26.0,1,0.0,0.51,1.79,Medium,True,0.019615384615384614
CA-2011-126193,2011-09-07,2011-09-14,Standard Class,Shahid Shariari,Consumer,Illinois,United States,US,,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,13.0,5,0.2,4.1125,1.65,Low,True,0.31634615384615383
CA-2011-131002,2011-09-07,2011-09-12,Second Class,Tom Boeckenhauer,Consumer,Oklahoma,United States,US,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,13.0,2,0.0,6.2208,1.64,High,True,0.4785230769230769
CA-2011-117765,2011-09-07,2011-09-13,Standard Class,Rick Bensley,Home Office,Oklahoma,United States,US,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,20.0,2,0.0,5.7594,1.52,Medium,True,0.28797
CA-2011-105165,2011-09-07,2011-09-10,First Class,Sam Zeldin,Home Office,Texas,United States,US,Central,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,22.0,3,0.2,3.5529,1.25,Medium,True,0.16149545454545455
CA-2011-109918,2011-09-07,2011-09-12,Second Class,Lisa Ryan,Corporate,California,United States,US,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",21.0,2,0.0,9.6632,0.79,Medium,True,0.4601523809523809
CA-2011-105165,2011-09-07,2011-09-10,First Class,Sam Zeldin,Home Office,Texas,United States,US,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",3.0,2,0.8,-4.818,0.44,Medium,False,-1.6059999999999999
CA-2011-126193,2011-09-07,2011-09-14,Standard Class,Shahid Shariari,Consumer,Illinois,United States,US,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,4.0,3,0.8,-6.5076,0.34,Low,False,-1.6269
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,Becky Martin,Consumer,Texas,United States,US,,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,8160.0,8,0.4,-1359.992,342.11,Medium,False,-0.1666656862745098
ZA-2011-8980,2011-09-08,2011-09-10,Second Class,Dennis Bolton,Home Office,Copperbelt,Zambia,Africa,Africa,FUR-BEV-10004919,Furniture,Tables,"Bevis Wood Table, with Bottom Storage",2134.0,4,0.0,682.92,315.57,Critical,True,0.32001874414245546
TU-2011-6390,2011-09-08,2011-09-10,Second Class,Cynthia Voltz,Corporate,Istanbul,Turkey,EMEA,EMEA,FUR-HAR-10002873,Furniture,Chairs,"Harbour Creations Executive Leather Armchair, Adjustable",1143.0,6,0.6,-571.32,239.71,Critical,False,-0.4998425196850394
ES-2011-3524149,2011-09-08,2011-09-13,Second Class,Andrew Roberts,Consumer,Provence-Alpes-Côte d'Azur,France,EU,Central,FUR-CH-10004676,Furniture,Chairs,"Office Star Rocking Chair, Black",1122.0,9,0.1,124.578,202.32,High,True,0.11103208556149732
IN-2011-27968,2011-09-08,2011-09-12,Standard Class,Dorris liebe,Corporate,Bangkok,Thailand,APAC,Southeast Asia,OFF-AP-10002793,Office Supplies,Appliances,"KitchenAid Stove, Black",2364.0,5,0.17,227.757,180.82,Medium,True,0.09634390862944163
IN-2011-28836,2011-09-08,2011-09-13,Standard Class,Juliana Krohn,Consumer,Queensland,Australia,APAC,,FUR-BO-10004771,Furniture,Bookcases,"Ikea Classic Bookcase, Traditional",1112.0,3,0.1,135.855,150.4,High,True,0.12217176258992805
ES-2011-2187197,2011-09-08,2011-09-08,Same Day,David Philippe,Consumer,Aquitaine,France,EU,Central,OFF-AP-10002361,,Appliances,"Hoover Microwave, Red",1667.0,6,0.1,185.076,127.07,Medium,True,0.1110233953209358
CA-2011-107818,2011-09-08,2011-09-14,Standard Class,Marc Crier,Consumer,Washington,United States,US,,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",976.0,5,0.2,121.99,109.81,Low,True,0.12498975409836065
IN-2011-27968,2011-09-08,2011-09-12,Standard Class,Dorris liebe,Corporate,Bangkok,Thailand,APAC,Southeast Asia,TEC-PH-10001751,Technology,Phones,"Samsung Smart Phone, Cordless",1591.0,3,0.17,364.23,109.8,Medium,True,0.22893148962916407
ES-2011-3248922,2011-09-08,2011-09-11,Second Class,Elpida Rittenbach,Corporate,Galicia,Spain,EU,South,OFF-ST-10003641,,Storage,"Fellowes Trays, Wire Frame",457.0,9,0.1,76.086,99.32,Critical,True,0.16649015317286653
ZA-2011-8980,2011-09-08,2011-09-10,Second Class,Dennis Bolton,Home Office,Copperbelt,Zambia,Africa,Africa,OFF-ROG-10002132,Office Supplies,Storage,"Rogers Lockers, Industrial",424.0,2,0.0,161.16,97.54,Critical,True,0.3800943396226415
ZA-2011-8980,2011-09-08,2011-09-10,Second Class,Dennis Bolton,Home Office,Copperbelt,Zambia,Africa,,FUR-HON-10001558,Furniture,Chairs,"Hon Swivel Stool, Black",322.0,2,0.0,90.24,86.77,Critical,True,0.28024844720496894
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,Becky Martin,Consumer,Texas,United States,US,,FUR-CH-10004287,,Chairs,SAFCO Arco Folding Chair,1740.0,9,0.3,-24.858,74.46,Medium,False,-0.014286206896551724
CA-2011-107818,2011-09-08,2011-09-14,Standard Class,Marc Crier,Consumer,Washington,United States,US,West,OFF-AR-10000380,,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",304.0,8,0.0,91.152,61.94,Low,True,0.2998421052631579
CA-2011-107818,2011-09-08,2011-09-14,Standard Class,Marc Crier,Consumer,Washington,United States,US,,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,486.0,6,0.0,19.4352,56.26,Low,True,0.03999012345679012
US-2011-126256,2011-09-08,2011-09-13,Standard Class,MaryBeth Skach,Consumer,Espaillat,Dominican Republic,LATAM,Caribbean,FUR-CH-10002132,Furniture,Chairs,"Hon Rocking Chair, Black",547.0,8,0.2,191.424,54.89,Medium,True,0.3499524680073126
CA-2011-146283,2011-09-08,2011-09-15,Standard Class,Kean Takahito,Consumer,Texas,United States,US,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,967.0,5,0.3,-13.81,49.11,Medium,False,-0.014281282316442606
CA-2011-128839,2011-09-08,2011-09-13,Standard Class,Ted Trevino,Consumer,Virginia,United States,US,South,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",210.0,3,0.0,90.2871,33.03,High,True,0.4299385714285714
ES-2011-3248922,2011-09-08,2011-09-11,Second Class,Elpida Rittenbach,Corporate,Galicia,Spain,EU,South,OFF-AP-10002330,Office Supplies,Appliances,"Hamilton Beach Stove, Silver",6517.0,12,0.0,2476.44,28.74,Critical,True,0.3799969311032684
IN-2011-69443,2011-09-08,2011-09-12,Standard Class,Monica Federle,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,FUR-BO-10001860,Furniture,Bookcases,"Sauder Corner Shelving, Traditional",650.0,7,0.37,-10.437,22.72,Medium,False,-0.016056923076923076
IN-2011-27968,2011-09-08,2011-09-12,Standard Class,Dorris liebe,Corporate,Bangkok,Thailand,APAC,,TEC-CO-10002283,Technology,Copiers,"Brother Copy Machine, Color",492.0,3,0.37,-7.8939,21.97,Medium,False,-0.016044512195121954
ES-2011-2619050,2011-09-08,2011-09-09,First Class,Jonathan Howell,Consumer,North Rhine-Westphalia,Germany,EU,Central,OFF-SU-10001021,Office Supplies,Supplies,"Fiskars Box Cutter, Serrated",97.0,3,0.0,30.87,18.18,High,True,0.3182474226804124
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,Becky Martin,Consumer,Texas,United States,US,Central,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,276.0,3,0.2,-58.6347,16.53,Medium,False,-0.2124445652173913
MX-2011-122210,2011-09-08,2011-09-13,Second Class,Muhammed MacIntyre,Corporate,Guatemala,Guatemala,LATAM,Central,OFF-SU-10004711,Office Supplies,Supplies,"Acme Trimmer, Serrated",83.0,3,0.0,2.46,15.2,High,True,0.02963855421686747
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,Becky Martin,Consumer,Texas,United States,US,Central,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,178.0,5,0.8,-453.849,15.17,Medium,False,-2.5497134831460673
CA-2011-163293,2011-09-08,2011-09-11,First Class,Karen Carlisle,Corporate,Georgia,United States,US,,TEC-AC-10000023,Technology,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",84.0,4,0.0,30.1968,13.48,Medium,True,0.3594857142857143
IN-2011-27968,2011-09-08,2011-09-12,Standard Class,Dorris liebe,Corporate,Bangkok,Thailand,APAC,Southeast Asia,TEC-MA-10004298,Technology,Machines,"Panasonic Calculator, Durable",167.0,4,0.17,-32.352,13.05,Medium,False,-0.19372455089820356
ES-2011-4993245,2011-09-08,2011-09-12,Standard Class,Ryan Crowe,Consumer,England,United Kingdom,EU,North,TEC-AC-10004221,,Accessories,"Logitech Memory Card, Programmable",189.0,2,0.1,65.004,12.9,Medium,True,0.343936507936508
MX-2011-122210,2011-09-08,2011-09-13,Second Class,Muhammed MacIntyre,Corporate,Guatemala,Guatemala,LATAM,Central,OFF-EN-10003832,Office Supplies,Envelopes,"Ames Business Envelopes, Set of 50",61.0,5,0.0,6.6,12.58,High,True,0.10819672131147541
IN-2011-69443,2011-09-08,2011-09-12,Standard Class,Monica Federle,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,OFF-AR-10002417,Office Supplies,Art,"Boston Sketch Pad, Water Color",129.0,3,0.17,-9.3978,12.02,Medium,False,-0.07285116279069767
CA-2011-146283,2011-09-08,2011-09-15,Standard Class,Kean Takahito,Consumer,Texas,United States,US,,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.0,6,0.2,61.4628,11.22,Medium,True,0.3377076923076923
US-2011-132367,2011-09-08,2011-09-12,Standard Class,Stuart Van,Corporate,Buenos Aires,Argentina,LATAM,South,TEC-PH-10001427,Technology,Phones,"Motorola Headset, Full Size",65.0,2,0.4,-16.216,10.39,High,False,-0.2494769230769231
CA-2011-139892,2011-09-08,2011-09-12,Standard Class,Becky Martin,Consumer,Texas,United States,US,Central,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,144.0,3,0.2,8.9985,10.38,Medium,True,0.062489583333333334
US-2011-126256,2011-09-08,2011-09-13,Standard Class,MaryBeth Skach,Consumer,Espaillat,Dominican Republic,LATAM,Caribbean,TEC-CO-10000915,Technology,Copiers,"Hewlett Ink, High-Speed",156.0,2,0.202,-21.95968,9.38,Medium,False,-0.14076717948717948
ES-2011-2187197,2011-09-08,2011-09-08,Same Day,David Philippe,Consumer,Aquitaine,France,EU,Central,OFF-BI-10004227,Office Supplies,Binders,"Avery Binding Machine, Economy",98.0,2,0.0,11.7,8.32,Medium,True,0.1193877551020408
CA-2011-146815,2011-09-08,2011-09-13,Standard Class,Paul Prost,Home Office,New York,United States,US,,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,173.0,2,0.1,13.4372,8.16,Medium,True,0.07767167630057804
NI-2011-4700,2011-09-08,2011-09-10,Second Class,Patrick O'Donnell,Consumer,Lagos,Nigeria,Africa,Africa,OFF-SAN-10003393,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled",87.0,6,0.7,-191.466,7.51,High,False,-2.200758620689655
NI-2011-1020,2011-09-08,2011-09-10,Second Class,Lisa DeCherney,Consumer,Kano,Nigeria,Africa,Africa,OFF-STA-10000247,Office Supplies,Art,"Stanley Canvas, Fluorescent",61.0,4,0.7,-77.124,7.35,High,False,-1.2643278688524588
